DataSet,801,Constraints,0,run,0,fit,85,lates,17,expired,0,imbalance,0,low,0,med,0,high,0,Evals,153096,MiilsEval,1.8866397554475622,elapsed,288837
DataSet,801,Constraints,0,run,1,fit,105,lates,21,expired,0,imbalance,0,low,0,med,0,high,0,Evals,141277,MiilsEval,2.0619704552050226,elapsed,291309
DataSet,801,Constraints,0,run,2,fit,85,lates,17,expired,0,imbalance,0,low,0,med,0,high,0,Evals,182878,MiilsEval,2.075591377858463,elapsed,379580
DataSet,801,Constraints,0,run,3,fit,145,lates,29,expired,0,imbalance,0,low,0,med,0,high,0,Evals,144107,MiilsEval,2.0965324377025403,elapsed,302125
DataSet,801,Constraints,0,run,4,fit,70,lates,14,expired,0,imbalance,0,low,0,med,0,high,0,Evals,195465,MiilsEval,2.0931317627196684,elapsed,409134
DataSet,801,Constraints,0,run,5,fit,60,lates,12,expired,0,imbalance,0,low,0,med,0,high,0,Evals,204331,MiilsEval,2.107771214353182,elapsed,430683
DataSet,801,Constraints,0,run,6,fit,90,lates,18,expired,0,imbalance,0,low,0,med,0,high,0,Evals,210300,MiilsEval,2.0773466476462197,elapsed,436866
DataSet,801,Constraints,0,run,7,fit,65,lates,13,expired,0,imbalance,0,low,0,med,0,high,0,Evals,163432,MiilsEval,2.0954280679426307,elapsed,342460
DataSet,801,Constraints,0,run,8,fit,70,lates,14,expired,0,imbalance,0,low,0,med,0,high,0,Evals,201211,MiilsEval,2.113398372852379,elapsed,425239
DataSet,801,Constraints,0,run,9,fit,60,lates,12,expired,0,imbalance,0,low,0,med,0,high,0,Evals,215445,MiilsEval,2.089317459212328,elapsed,450133
DataSet,801,Constraints,10,run,0,fit,1000,lates,18,expired,0,imbalance,168,low,0,med,0,high,7,Evals,250000,MiilsEval,2.796004,elapsed,699001
DataSet,801,Constraints,10,run,1,fit,975,lates,17,expired,0,imbalance,173,low,0,med,1,high,2,Evals,250000,MiilsEval,12.378112,elapsed,3094528
DataSet,801,Constraints,10,run,2,fit,960,lates,13,expired,0,imbalance,171,low,0,med,0,high,4,Evals,250000,MiilsEval,2.697216,elapsed,674304
DataSet,801,Constraints,10,run,3,fit,960,lates,14,expired,0,imbalance,172,low,0,med,0,high,3,Evals,250000,MiilsEval,2.6986,elapsed,674650
DataSet,801,Constraints,10,run,4,fit,955,lates,11,expired,0,imbalance,170,low,0,med,0,high,5,Evals,250000,MiilsEval,2.725876,elapsed,681469
DataSet,801,Constraints,10,run,5,fit,995,lates,17,expired,0,imbalance,168,low,0,med,0,high,7,Evals,250000,MiilsEval,2.729424,elapsed,682356
DataSet,801,Constraints,10,run,6,fit,970,lates,14,expired,0,imbalance,170,low,0,med,0,high,5,Evals,250000,MiilsEval,2.771632,elapsed,692908
DataSet,801,Constraints,10,run,7,fit,995,lates,18,expired,0,imbalance,169,low,0,med,0,high,6,Evals,250000,MiilsEval,3.046212,elapsed,761553
DataSet,801,Constraints,10,run,8,fit,950,lates,11,expired,0,imbalance,171,low,0,med,0,high,4,Evals,250000,MiilsEval,4.64442,elapsed,1161105
DataSet,801,Constraints,10,run,9,fit,975,lates,14,expired,0,imbalance,170,low,0,med,1,high,5,Evals,250000,MiilsEval,3.276304,elapsed,819076
DataSet,801,Constraints,25,run,0,fit,210,lates,16,expired,0,imbalance,0,low,0,med,24,high,1,Evals,250000,MiilsEval,12.08772,elapsed,3021930
DataSet,801,Constraints,25,run,1,fit,185,lates,17,expired,0,imbalance,0,low,0,med,18,high,1,Evals,248148,MiilsEval,15.365862307977498,elapsed,3813008
