DataSet,135,Constraints,100,run,0,fit,144,lates,7,expired,0,imbalance,0,low,19,med,8,high,5,Evals,226827
DataSet,135,Constraints,100,run,1,fit,139,lates,6,expired,0,imbalance,0,low,19,med,8,high,5,Evals,250000
DataSet,135,Constraints,100,run,2,fit,149,lates,7,expired,0,imbalance,0,low,19,med,9,high,5,Evals,242898
DataSet,135,Constraints,100,run,3,fit,157,lates,10,expired,0,imbalance,0,low,17,med,8,high,5,Evals,250000
DataSet,135,Constraints,100,run,4,fit,162,lates,9,expired,0,imbalance,0,low,22,med,9,high,5,Evals,250000
DataSet,135,Constraints,100,run,5,fit,180,lates,13,expired,0,imbalance,0,low,20,med,9,high,5,Evals,201262
DataSet,135,Constraints,100,run,6,fit,210,lates,19,expired,0,imbalance,0,low,20,med,9,high,5,Evals,223732
DataSet,135,Constraints,100,run,7,fit,144,lates,7,expired,0,imbalance,0,low,19,med,8,high,5,Evals,250000
DataSet,135,Constraints,100,run,8,fit,180,lates,14,expired,0,imbalance,0,low,20,med,8,high,5,Evals,214083
DataSet,135,Constraints,100,run,9,fit,151,lates,8,expired,0,imbalance,0,low,21,med,8,high,5,Evals,226619
DataSet,135,Constraints,250,run,0,fit,424,lates,21,expired,0,imbalance,0,low,99,med,30,high,7,Evals,250000
