DataSet,480,Constraints,0,run,0,fit,50,lates,10,expired,0,imbalance,0,low,0,med,0,high,0,Evals,250000,MiilsEval,2.171684,elapsed,542921
DataSet,480,Constraints,0,run,1,fit,95,lates,19,expired,0,imbalance,0,low,0,med,0,high,0,Evals,177819,MiilsEval,2.230667139057131,elapsed,396655
DataSet,480,Constraints,0,run,2,fit,50,lates,10,expired,0,imbalance,0,low,0,med,0,high,0,Evals,167353,MiilsEval,2.227997107909628,elapsed,372862
DataSet,480,Constraints,0,run,3,fit,50,lates,10,expired,0,imbalance,0,low,0,med,0,high,0,Evals,168225,MiilsEval,2.2542309407044137,elapsed,379218
DataSet,480,Constraints,0,run,4,fit,75,lates,15,expired,0,imbalance,0,low,0,med,0,high,0,Evals,219225,MiilsEval,2.2245227505987,elapsed,487671
DataSet,480,Constraints,0,run,5,fit,75,lates,15,expired,0,imbalance,0,low,0,med,0,high,0,Evals,162715,MiilsEval,2.2113019697016254,elapsed,359812
DataSet,480,Constraints,0,run,6,fit,105,lates,21,expired,0,imbalance,0,low,0,med,0,high,0,Evals,147473,MiilsEval,2.2284350355658322,elapsed,328634
DataSet,480,Constraints,0,run,7,fit,75,lates,15,expired,0,imbalance,0,low,0,med,0,high,0,Evals,171199,MiilsEval,2.238062138213424,elapsed,383154
DataSet,480,Constraints,0,run,8,fit,50,lates,10,expired,0,imbalance,0,low,0,med,0,high,0,Evals,229774,MiilsEval,2.236528066709027,elapsed,513896
DataSet,480,Constraints,0,run,9,fit,90,lates,18,expired,0,imbalance,0,low,0,med,0,high,0,Evals,167259,MiilsEval,2.308981878404152,elapsed,386198
DataSet,480,Constraints,10,run,0,fit,80,lates,14,expired,0,imbalance,0,low,0,med,0,high,1,Evals,174467,MiilsEval,17.118601225446646,elapsed,2986631
DataSet,480,Constraints,10,run,1,fit,65,lates,13,expired,0,imbalance,0,low,0,med,0,high,0,Evals,206879,MiilsEval,2.8573852348474227,elapsed,591133
DataSet,480,Constraints,10,run,2,fit,145,lates,26,expired,0,imbalance,0,low,0,med,1,high,1,Evals,142526,MiilsEval,3.0299945273143147,elapsed,431853
DataSet,480,Constraints,10,run,3,fit,75,lates,14,expired,0,imbalance,0,low,0,med,1,high,0,Evals,221126,MiilsEval,3.0603592521910583,elapsed,676725
DataSet,480,Constraints,10,run,4,fit,70,lates,14,expired,0,imbalance,0,low,0,med,0,high,0,Evals,250000,MiilsEval,3.085612,elapsed,771403
DataSet,480,Constraints,10,run,5,fit,60,lates,12,expired,0,imbalance,0,low,0,med,0,high,0,Evals,250000,MiilsEval,3.071884,elapsed,767971
DataSet,480,Constraints,10,run,6,fit,60,lates,10,expired,0,imbalance,0,low,0,med,0,high,1,Evals,250000,MiilsEval,3.082568,elapsed,770642
DataSet,480,Constraints,10,run,7,fit,55,lates,11,expired,0,imbalance,0,low,0,med,0,high,0,Evals,239463,MiilsEval,5.089629713149839,elapsed,1218778
DataSet,480,Constraints,10,run,8,fit,55,lates,11,expired,0,imbalance,0,low,0,med,0,high,0,Evals,250000,MiilsEval,3.604876,elapsed,901219
DataSet,480,Constraints,10,run,9,fit,55,lates,11,expired,0,imbalance,0,low,0,med,0,high,0,Evals,213229,MiilsEval,3.8276829136749693,elapsed,816173
DataSet,480,Constraints,25,run,0,fit,632,lates,16,expired,0,imbalance,0,low,482,med,0,high,7,Evals,238518,MiilsEval,9.335165480173405,elapsed,2226605
DataSet,480,Constraints,25,run,1,fit,605,lates,15,expired,0,imbalance,0,low,480,med,0,high,5,Evals,250000,MiilsEval,15.941408,elapsed,3985352
DataSet,480,Constraints,25,run,2,fit,618,lates,18,expired,0,imbalance,0,low,478,med,0,high,5,Evals,250000,MiilsEval,7.380712,elapsed,1845178
DataSet,480,Constraints,25,run,3,fit,587,lates,11,expired,0,imbalance,0,low,482,med,0,high,5,Evals,250000,MiilsEval,13.748968,elapsed,3437242
DataSet,480,Constraints,25,run,4,fit,607,lates,15,expired,0,imbalance,0,low,482,med,0,high,5,Evals,250000,MiilsEval,11.553136,elapsed,2888284
DataSet,480,Constraints,25,run,5,fit,644,lates,22,expired,0,imbalance,0,low,484,med,0,high,5,Evals,211863,MiilsEval,4.351698975281196,elapsed,921964
DataSet,480,Constraints,25,run,6,fit,595,lates,13,expired,0,imbalance,0,low,480,med,0,high,5,Evals,250000,MiilsEval,4.909604,elapsed,1227401
DataSet,480,Constraints,25,run,7,fit,601,lates,14,expired,0,imbalance,0,low,481,med,0,high,5,Evals,250000,MiilsEval,7.201532,elapsed,1800383
DataSet,480,Constraints,25,run,8,fit,644,lates,22,expired,0,imbalance,0,low,484,med,0,high,5,Evals,184938,MiilsEval,10.145897544041787,elapsed,1876362
DataSet,480,Constraints,25,run,9,fit,629,lates,19,expired,0,imbalance,0,low,484,med,0,high,5,Evals,198737,MiilsEval,14.338064879715402,elapsed,2849504
DataSet,480,Constraints,50,run,0,fit,593,lates,14,expired,0,imbalance,1,low,153,med,65,high,4,Evals,250000,MiilsEval,24.299012,elapsed,6074753
DataSet,480,Constraints,50,run,1,fit,549,lates,11,expired,0,imbalance,0,low,149,med,65,high,2,Evals,250000,MiilsEval,17.713676,elapsed,4428419
DataSet,480,Constraints,50,run,2,fit,564,lates,14,expired,0,imbalance,0,low,149,med,65,high,2,Evals,250000,MiilsEval,23.4996,elapsed,5874900
DataSet,480,Constraints,50,run,3,fit,547,lates,13,expired,0,imbalance,0,low,147,med,63,high,2,Evals,250000,MiilsEval,28.650856,elapsed,7162714
DataSet,480,Constraints,50,run,4,fit,573,lates,16,expired,0,imbalance,1,low,148,med,64,high,2,Evals,250000,MiilsEval,18.325292,elapsed,4581323
DataSet,480,Constraints,50,run,5,fit,559,lates,14,expired,0,imbalance,0,low,149,med,64,high,2,Evals,250000,MiilsEval,17.556064,elapsed,4389016
